"stop_id","pid","race"
"2116","1","White"
"2117","1","Hispanic/Latino(a)"
"2118","1","White"
"2119","1","Middle Eastern or South Asian"
"2120","1","White"
"2120","2","White"
"2121","1","White"
"2122","1","Hispanic/Latino(a)"
"2123","1","Hispanic/Latino(a)"
"2124","1","Middle Eastern or South Asian"
"2125","1","Black/African American"
"2126","1","White"
"2127","1","White"
"2127","2","White"
"2128","1","White"
"2129","1","Hispanic/Latino(a)"
"2130","1","Hispanic/Latino(a)"
"2131","1","Hispanic/Latino(a)"
"2132","1","Asian"
"2133","1","Middle Eastern or South Asian"
"2134","1","Pacific Islander"
"2135","1","Hispanic/Latino(a)"
"2136","1","White"
"2137","1","Hispanic/Latino(a)"
"2138","1","White"
"2139","1","White"
"2140","1","Hispanic/Latino(a)"
"2141","1","Asian"
"2142","1","White"
"2143","1","Hispanic/Latino(a)"
"2144","1","White"
"2145","1","White"
"2146","1","Hispanic/Latino(a)"
"2147","1","Hispanic/Latino(a)"
"2148","1","Hispanic/Latino(a)"
"2149","1","Black/African American"
"2150","1","Hispanic/Latino(a)"
"2151","1","White"
"2152","1","Hispanic/Latino(a)"
"2153","1","Asian"
"2154","1","Hispanic/Latino(a)"
"2155","1","Black/African American"
"2156","1","Black/African American"
"2156","2","Black/African American"
"2156","3","Black/African American"
"2156","4","Hispanic/Latino(a)"
"2156","5","Hispanic/Latino(a)"
"2156","6","Hispanic/Latino(a)"
"2156","6","White"
"2157","1","Black/African American"
"2158","1","White"
"2159","1","Hispanic/Latino(a)"
"2160","1","White"
"2161","1","Middle Eastern or South Asian"
"2162","1","Black/African American"
"2163","1","Hispanic/Latino(a)"
"2163","2","Hispanic/Latino(a)"
"2163","3","Hispanic/Latino(a)"
"2163","4","White"
"2164","1","Hispanic/Latino(a)"
"2165","1","Hispanic/Latino(a)"
"2166","1","White"
"2167","1","Hispanic/Latino(a)"
"2168","1","Hispanic/Latino(a)"
"2169","1","Hispanic/Latino(a)"
"2170","1","Hispanic/Latino(a)"
"2171","1","Hispanic/Latino(a)"
"2172","1","Pacific Islander"
"2173","1","Black/African American"
"2174","1","White"
"2175","1","Black/African American"
"2176","1","White"
"2176","2","White"
"2177","1","Hispanic/Latino(a)"
"2178","1","Asian"
"2179","1","Black/African American"
"2180","1","White"
"2181","1","Black/African American"
"2182","1","Hispanic/Latino(a)"
"2183","1","White"
"2184","1","White"
"2185","1","Hispanic/Latino(a)"
"2186","1","White"
"2187","1","Hispanic/Latino(a)"
"2188","1","Black/African American"
"2189","1","White"
"2190","1","Black/African American"
"2191","1","White"
"2192","1","Hispanic/Latino(a)"
"2193","1","White"
"2194","1","Black/African American"
"2195","1","Hispanic/Latino(a)"
"2196","1","White"
"2197","1","Black/African American"
"2198","1","White"
"2198","2","White"
"2199","1","Hispanic/Latino(a)"
"2200","1","Hispanic/Latino(a)"
"2201","1","Middle Eastern or South Asian"
"2202","1","Black/African American"
"2203","1","White"
"2204","1","White"
"2205","1","Hispanic/Latino(a)"
"2206","1","Hispanic/Latino(a)"
"2207","1","White"
"2207","2","Black/African American"
"2208","1","Hispanic/Latino(a)"
"2209","1","Asian"
"2209","2","Asian"
"2209","3","Asian"
"2209","4","Asian"
"2210","1","Black/African American"
"2211","1","Asian"
"2211","1","Middle Eastern or South Asian"
"2211","1","Hispanic/Latino(a)"
"2211","1","Black/African American"
"2211","1","Pacific Islander"
"2211","1","Native American"
"2211","1","White"
"2212","1","Black/African American"
"2212","1","White"
"2212","1","Middle Eastern or South Asian"
"2212","1","Native American"
"2212","1","Pacific Islander"
"2212","1","Asian"
"2212","1","Hispanic/Latino(a)"
"2213","1","White"
"2213","2","Hispanic/Latino(a)"
"2213","3","White"
"2214","1","Hispanic/Latino(a)"
"2215","1","Hispanic/Latino(a)"
"2216","1","White"
"2217","1","White"
"2218","1","Hispanic/Latino(a)"
"2219","1","Hispanic/Latino(a)"
"2220","1","Hispanic/Latino(a)"
"2221","1","Pacific Islander"
"2221","1","Asian"
"2221","1","Black/African American"
"2221","1","Middle Eastern or South Asian"
"2221","1","Native American"
"2221","1","White"
"2221","1","Hispanic/Latino(a)"
"2222","1","Black/African American"
"2223","1","Black/African American"
"2223","1","Middle Eastern or South Asian"
"2223","1","Hispanic/Latino(a)"
"2223","1","Native American"
"2223","1","White"
"2223","1","Pacific Islander"
"2223","1","Asian"
"2224","1","Hispanic/Latino(a)"
"2225","1","Hispanic/Latino(a)"
"2225","2","Black/African American"
"2225","3","Black/African American"
"2225","4","Black/African American"
"2226","1","Black/African American"
"2227","1","Asian"
"2228","1","Hispanic/Latino(a)"
"2229","1","Hispanic/Latino(a)"
"2230","1","White"
"2231","1","Hispanic/Latino(a)"
"2232","1","White"
"2233","1","Black/African American"
"2234","1","Hispanic/Latino(a)"
"2235","1","Black/African American"
"2236","1","White"
"2237","1","White"
"2238","1","Asian"
"2239","1","Hispanic/Latino(a)"
"2240","1","Black/African American"
"2240","1","Native American"
"2240","1","White"
"2240","1","Middle Eastern or South Asian"
"2240","1","Hispanic/Latino(a)"
"2240","1","Pacific Islander"
"2240","1","Asian"
"2241","1","Black/African American"
"2242","1","Middle Eastern or South Asian"
"2243","1","Hispanic/Latino(a)"
"2244","1","Hispanic/Latino(a)"
"2245","1","Hispanic/Latino(a)"
"2246","1","Hispanic/Latino(a)"
"2246","2","White"
"2246","3","Hispanic/Latino(a)"
"2247","1","Black/African American"
"2248","1","Hispanic/Latino(a)"
"2249","1","White"
"2249","2","White"
"2250","1","Hispanic/Latino(a)"
"2250","2","Hispanic/Latino(a)"
"2251","1","Black/African American"
"2251","2","Black/African American"
"2252","1","Hispanic/Latino(a)"
"2253","1","Middle Eastern or South Asian"
"2254","1","Hispanic/Latino(a)"
"2255","1","Hispanic/Latino(a)"
"2256","1","White"
"2257","1","White"
"2258","1","Hispanic/Latino(a)"
"2259","1","Black/African American"
"2260","1","Hispanic/Latino(a)"
"2261","1","Black/African American"
"2261","1","Middle Eastern or South Asian"
"2261","1","Native American"
"2261","2","Black/African American"
"2261","2","Native American"
"2261","2","Middle Eastern or South Asian"
"2262","1","White"
"2263","1","Black/African American"
"2264","1","Black/African American"
"2265","1","White"
"2266","1","Black/African American"
"2267","1","Hispanic/Latino(a)"
"2268","1","Asian"
"2269","1","Black/African American"
"2270","1","Black/African American"
"2271","1","Hispanic/Latino(a)"
"2272","1","Hispanic/Latino(a)"
"2273","1","Hispanic/Latino(a)"
"2274","1","White"
"2275","1","Hispanic/Latino(a)"
"2275","2","Hispanic/Latino(a)"
"2276","1","Black/African American"
"2277","1","Asian"
"2278","1","Hispanic/Latino(a)"
"2279","1","Black/African American"
"2280","1","White"
"2281","1","Black/African American"
"2282","1","Asian"
"2283","1","Black/African American"
"2284","1","Hispanic/Latino(a)"
"2285","1","White"
"2285","2","White"
"2285","3","White"
"2286","1","Black/African American"
"2287","1","Middle Eastern or South Asian"
"2288","1","Black/African American"
"2289","1","Hispanic/Latino(a)"
"2290","1","Black/African American"
"2291","1","Black/African American"
"2292","1","Asian"
"2293","1","White"
"2294","1","White"
"2295","1","Hispanic/Latino(a)"
"2296","1","White"
"2296","2","Hispanic/Latino(a)"
"2296","2","White"
"2296","3","White"
"2296","4","White"
"2296","5","White"
"2297","1","Hispanic/Latino(a)"
"2297","2","Hispanic/Latino(a)"
"2298","1","White"
"2299","1","Black/African American"
"2300","1","Hispanic/Latino(a)"
"2301","1","White"
"2302","1","White"
"2303","1","Black/African American"
"2304","1","Hispanic/Latino(a)"
"2305","1","Black/African American"
"2306","1","Hispanic/Latino(a)"
"2307","1","Hispanic/Latino(a)"
"2307","2","Hispanic/Latino(a)"
"2308","1","Black/African American"
"2309","1","Black/African American"
"2310","1","Hispanic/Latino(a)"
"2311","1","Hispanic/Latino(a)"
"2312","1","Hispanic/Latino(a)"
"2313","1","White"
"2314","1","White"
"2315","1","White"
"2316","1","White"
"2317","1","Hispanic/Latino(a)"
"2318","1","Black/African American"
"2319","1","Asian"
"2320","1","Middle Eastern or South Asian"
"2321","1","White"
"2322","1","White"
"2323","1","Hispanic/Latino(a)"
"2324","1","Hispanic/Latino(a)"
"2325","1","White"
"2326","1","Hispanic/Latino(a)"
"2327","1","Hispanic/Latino(a)"
"2328","1","White"
"2329","1","Black/African American"
"2330","1","Hispanic/Latino(a)"
"2330","2","Hispanic/Latino(a)"
"2330","3","Hispanic/Latino(a)"
"2331","1","Middle Eastern or South Asian"
"2332","1","Black/African American"
"2333","1","White"
"2333","2","White"
"2334","1","White"
"2335","1","White"
"2336","1","White"
"2337","1","Hispanic/Latino(a)"
"2338","1","White"
"2339","1","Black/African American"
"2340","1","Hispanic/Latino(a)"
"2341","1","Hispanic/Latino(a)"
"2342","1","Hispanic/Latino(a)"
"2343","1","Black/African American"
"2344","1","White"
"2345","1","Asian"
"2346","1","Hispanic/Latino(a)"
"2347","1","White"
"2348","1","Hispanic/Latino(a)"
"2349","1","Asian"
"2350","1","White"
"2351","1","Black/African American"
"2352","1","White"
"2353","1","Hispanic/Latino(a)"
"2354","1","Black/African American"
"2354","2","White"
"2354","3","Black/African American"
"2354","4","Black/African American"
"2354","5","Black/African American"
"2355","1","Hispanic/Latino(a)"
"2356","1","Hispanic/Latino(a)"
"2357","1","White"
"2357","2","White"
"2358","1","White"
"2359","1","White"
"2360","1","Hispanic/Latino(a)"
"2361","1","Hispanic/Latino(a)"
"2362","1","Hispanic/Latino(a)"
"2363","1","Hispanic/Latino(a)"
"2364","1","Asian"
"2365","1","White"
"2366","1","Hispanic/Latino(a)"
"2367","1","White"
"2367","2","White"
"2368","1","Hispanic/Latino(a)"
"2369","1","Asian"
"2370","1","White"
"2370","1","Black/African American"
"2370","2","Asian"
"2371","1","Hispanic/Latino(a)"
"2372","1","White"
"2373","1","White"
"2374","1","Middle Eastern or South Asian"
"2375","1","Hispanic/Latino(a)"
"2376","1","Hispanic/Latino(a)"
"2377","1","White"
"2378","1","Black/African American"
"2379","1","Hispanic/Latino(a)"
"2380","1","White"
"2380","2","Hispanic/Latino(a)"
"2381","1","Pacific Islander"
"2382","1","White"
"2383","1","White"
"2384","1","White"
"2385","1","Black/African American"
"2386","1","Black/African American"
"2387","1","Hispanic/Latino(a)"
"2388","1","Black/African American"
"2389","1","Asian"
"2390","1","White"
"2391","1","Hispanic/Latino(a)"
"2392","1","Hispanic/Latino(a)"
"2393","1","Hispanic/Latino(a)"
"2393","2","Hispanic/Latino(a)"
"2394","1","White"
"2395","1","Black/African American"
"2396","1","White"
"2397","1","Pacific Islander"
"2398","1","Hispanic/Latino(a)"
"2399","1","Hispanic/Latino(a)"
"2400","1","Asian"
"2401","1","Black/African American"
"2402","1","White"
"2403","1","Middle Eastern or South Asian"
"2404","1","Black/African American"
"2405","1","White"
"2406","1","White"
"2407","1","Hispanic/Latino(a)"
"2408","1","Black/African American"
"2409","1","Middle Eastern or South Asian"
"2410","1","White"
"2411","1","White"
"2412","1","Hispanic/Latino(a)"
"2413","1","Hispanic/Latino(a)"
"2414","1","Black/African American"
"2415","1","White"
"2948","1","Hispanic/Latino(a)"
"2949","1","Hispanic/Latino(a)"
"2950","1","Black/African American"
"2951","1","Hispanic/Latino(a)"
"2952","1","Hispanic/Latino(a)"
"2953","1","Black/African American"
"2954","1","White"
"2955","1","White"
"2956","1","White"
"2957","1","White"
"2958","1","Black/African American"
"2959","1","White"
"2960","1","White"
"2961","1","White"
"2962","1","White"
"2963","1","White"
"2964","1","Black/African American"
"2965","1","Hispanic/Latino(a)"
"2966","1","Hispanic/Latino(a)"
"2967","1","Asian"
"2968","1","Black/African American"
"2969","1","White"
"2970","1","Hispanic/Latino(a)"
"2971","1","Hispanic/Latino(a)"
"2972","1","Black/African American"
"2973","1","White"
"2974","1","Black/African American"
"2975","1","Black/African American"
"2976","1","Hispanic/Latino(a)"
"2977","1","Black/African American"
"2978","1","Hispanic/Latino(a)"
"2978","1","White"
"2979","1","Black/African American"
"2980","1","Hispanic/Latino(a)"
"2981","1","White"
"2982","1","White"
"2983","1","White"
"2984","1","Black/African American"
"2985","1","White"
"2986","1","Black/African American"
"2987","1","White"
"2988","1","Asian"
"2989","1","White"
"2990","1","White"
"2991","1","Hispanic/Latino(a)"
"2992","1","Black/African American"
"2993","1","White"
"2994","1","White"
"2995","1","Hispanic/Latino(a)"
"2996","1","Black/African American"
"2997","1","Hispanic/Latino(a)"
"2997","2","Hispanic/Latino(a)"
"2998","1","Asian"
"2999","1","Hispanic/Latino(a)"
"3000","1","Black/African American"
"3001","1","Hispanic/Latino(a)"
"3002","1","Asian"
"3003","1","White"
"3004","1","Hispanic/Latino(a)"
"3005","1","White"
"3006","1","White"
"3007","1","Hispanic/Latino(a)"
"3007","2","Hispanic/Latino(a)"
"3007","3","Hispanic/Latino(a)"
"3007","4","Hispanic/Latino(a)"
"3008","1","Hispanic/Latino(a)"
"3009","1","White"
"3010","1","Hispanic/Latino(a)"
"3011","1","Hispanic/Latino(a)"
"3012","1","White"
"3013","1","Hispanic/Latino(a)"
"3014","1","White"
"3015","1","Black/African American"
"3016","1","Hispanic/Latino(a)"
"3017","1","White"
"3018","1","Middle Eastern or South Asian"
"3019","1","White"
"3020","1","White"
"3021","1","Black/African American"
"3022","1","White"
"3023","1","Hispanic/Latino(a)"
"3024","1","Hispanic/Latino(a)"
"3025","1","Hispanic/Latino(a)"
"3026","1","White"
"3027","1","White"
"3028","1","Asian"
"3029","1","White"
"3030","1","White"
"3031","1","Hispanic/Latino(a)"
"3032","1","Black/African American"
"3033","1","White"
"3034","1","Hispanic/Latino(a)"
"3035","1","Hispanic/Latino(a)"
"3036","1","Hispanic/Latino(a)"
"3037","1","Black/African American"
"3038","1","White"
"3039","1","Hispanic/Latino(a)"
"3039","2","Hispanic/Latino(a)"
"3040","1","Hispanic/Latino(a)"
"3041","1","Hispanic/Latino(a)"
"3042","1","White"
"3043","1","White"
"3044","1","White"
"3045","1","Asian"
"3046","1","Black/African American"
"3047","1","Black/African American"
"3047","2","Hispanic/Latino(a)"
"3048","1","Hispanic/Latino(a)"
"3049","1","Hispanic/Latino(a)"
"3050","1","Black/African American"
"3051","1","Hispanic/Latino(a)"
"3052","1","White"
"3053","1","Black/African American"
"3054","1","White"
"3055","1","Black/African American"
"3055","1","Hispanic/Latino(a)"
"3055","1","Pacific Islander"
"3055","1","Native American"
"3055","1","Asian"
"3056","1","Hispanic/Latino(a)"
"3057","1","White"
"3058","1","Hispanic/Latino(a)"
"3059","1","Hispanic/Latino(a)"
"3059","2","Hispanic/Latino(a)"
"3059","3","Hispanic/Latino(a)"
"3060","1","Hispanic/Latino(a)"
"3060","2","Black/African American"
"3060","3","Black/African American"
"3061","1","Hispanic/Latino(a)"
"3062","1","Black/African American"
"3062","1","Hispanic/Latino(a)"
"3062","2","Black/African American"
"3063","1","White"
"3064","1","White"
"3065","1","White"
"3066","1","Hispanic/Latino(a)"
"3067","1","Middle Eastern or South Asian"
"3067","2","Middle Eastern or South Asian"
"3067","3","Middle Eastern or South Asian"
"3068","1","Middle Eastern or South Asian"
"3069","1","Hispanic/Latino(a)"
"3070","1","White"
"3070","1","Middle Eastern or South Asian"
"3071","1","Black/African American"
"3072","1","White"
"3073","1","White"
"3074","1","Black/African American"
"3075","1","White"
"3075","2","Black/African American"
"3076","1","Black/African American"
"3076","2","Black/African American"
"3077","1","Hispanic/Latino(a)"
"3078","1","Hispanic/Latino(a)"
"3078","2","Hispanic/Latino(a)"
"3079","1","Black/African American"
"3079","2","Hispanic/Latino(a)"
"3080","1","Black/African American"
"3081","1","Native American"
"3082","1","White"
"3083","1","Hispanic/Latino(a)"
"3084","1","White"
"3085","1","White"
"3086","1","White"
"3087","1","White"
"3087","2","Black/African American"
"3087","3","Hispanic/Latino(a)"
"3087","4","Hispanic/Latino(a)"
"3087","5","White"
"3088","1","Black/African American"
"3089","1","Hispanic/Latino(a)"
"3090","1","White"
"3091","1","White"
"3091","2","Hispanic/Latino(a)"
"3091","3","Hispanic/Latino(a)"
"3092","1","Hispanic/Latino(a)"
"3093","1","Hispanic/Latino(a)"
"3094","1","Black/African American"
"3094","2","Black/African American"
"3095","1","White"
"3096","1","Black/African American"
"3097","1","Hispanic/Latino(a)"
"3098","1","Asian"
"3099","1","White"
"3100","1","White"
"3101","1","White"
"3102","1","Hispanic/Latino(a)"
"3103","1","Asian"
"3104","1","Black/African American"
"3105","1","White"
"3106","1","Pacific Islander"
"3106","2","Hispanic/Latino(a)"
"3106","3","Hispanic/Latino(a)"
"3107","1","White"
"3108","1","Hispanic/Latino(a)"
"3109","1","Asian"
"3110","1","Hispanic/Latino(a)"
"3111","1","Hispanic/Latino(a)"
"3112","1","Hispanic/Latino(a)"
"3113","1","Middle Eastern or South Asian"
"3114","1","Black/African American"
"3115","1","Hispanic/Latino(a)"
"3116","1","White"
"3117","1","Hispanic/Latino(a)"
"3118","1","Hispanic/Latino(a)"
"3119","1","White"
"3120","1","White"
"3120","2","Asian"
"3120","2","Native American"
"3121","1","White"
"3122","1","White"
"3123","1","Middle Eastern or South Asian"
"3124","1","Black/African American"
"3125","1","White"
"3126","1","Hispanic/Latino(a)"
"3126","2","Hispanic/Latino(a)"
"3126","3","Hispanic/Latino(a)"
"3126","4","Hispanic/Latino(a)"
"3126","5","Hispanic/Latino(a)"
"3127","1","Black/African American"
"3128","1","Hispanic/Latino(a)"
"3129","1","Black/African American"
"3130","1","White"
"3131","1","Hispanic/Latino(a)"
"3132","1","White"
"3133","1","Hispanic/Latino(a)"
"3134","1","Hispanic/Latino(a)"
"3135","1","Hispanic/Latino(a)"
"3136","1","Black/African American"
"3137","1","White"
"3138","1","White"
"3139","1","Black/African American"
"3140","1","Hispanic/Latino(a)"
"3141","1","Hispanic/Latino(a)"
"3142","1","Hispanic/Latino(a)"
"3143","1","Hispanic/Latino(a)"
"3144","1","Hispanic/Latino(a)"
"3145","1","White"
"3146","1","Hispanic/Latino(a)"
"3147","1","Middle Eastern or South Asian"
"3148","1","White"
"3149","1","Middle Eastern or South Asian"
"3150","1","Middle Eastern or South Asian"
"3151","1","Black/African American"
"3152","1","Black/African American"
"3153","1","Black/African American"
"3154","1","Black/African American"
"3155","1","White"
"3156","1","Hispanic/Latino(a)"
"3157","1","White"
"3158","1","Middle Eastern or South Asian"
"3159","1","Black/African American"
"3160","1","Asian"
"3161","1","White"
"3162","1","Hispanic/Latino(a)"
"3163","1","Hispanic/Latino(a)"
"3164","1","White"
"3165","1","White"
"3166","1","Hispanic/Latino(a)"
"3167","1","Hispanic/Latino(a)"
"3168","1","Hispanic/Latino(a)"
"3169","1","White"
"3170","1","White"
"3170","1","Hispanic/Latino(a)"
"3171","1","White"
"3171","1","Hispanic/Latino(a)"
"3172","1","Hispanic/Latino(a)"
"3172","1","White"
"3173","1","Black/African American"
"3173","1","White"
"3174","1","Middle Eastern or South Asian"
"3174","1","Hispanic/Latino(a)"
"3174","1","White"
"3175","1","Hispanic/Latino(a)"
"3175","1","White"
"3176","1","White"
"3177","1","Hispanic/Latino(a)"
"3178","1","White"
"3179","1","Hispanic/Latino(a)"
"3180","1","Hispanic/Latino(a)"
"3181","1","Hispanic/Latino(a)"
"3182","1","White"
"3183","1","Middle Eastern or South Asian"
"3184","1","White"
"3185","1","White"
"3186","1","Asian"
"3187","1","Hispanic/Latino(a)"
"3188","1","Hispanic/Latino(a)"
"3189","1","Black/African American"
"3190","1","White"
"3191","1","White"
"3192","1","Hispanic/Latino(a)"
"3192","2","Hispanic/Latino(a)"
"3193","1","Hispanic/Latino(a)"
"3194","1","White"
"3195","1","White"
"3195","2","Asian"
"3196","1","White"
"3197","1","Black/African American"
"3198","1","Hispanic/Latino(a)"
"3199","1","White"
"3200","1","White"
"3201","1","White"
"3202","1","Hispanic/Latino(a)"
"3203","1","White"
"3203","1","Hispanic/Latino(a)"
"3204","1","Hispanic/Latino(a)"
"3204","1","White"
"3205","1","White"
"3205","1","Hispanic/Latino(a)"
"3206","1","White"
"3207","1","White"
"3208","1","Hispanic/Latino(a)"
"3209","1","White"
"3210","1","White"
"3211","1","Hispanic/Latino(a)"
"3211","1","White"
"3212","1","Black/African American"
"3213","1","Hispanic/Latino(a)"
"3214","1","Hispanic/Latino(a)"
"3215","1","Hispanic/Latino(a)"
"3216","1","White"
"3217","1","White"
"3218","1","Hispanic/Latino(a)"
"3218","2","White"
"3219","1","Black/African American"
"3220","1","Hispanic/Latino(a)"
"3221","1","Hispanic/Latino(a)"
"3222","1","White"
"3223","1","White"
"3224","1","White"
"3225","1","Black/African American"
"3226","1","Hispanic/Latino(a)"
"3227","1","Hispanic/Latino(a)"
"3228","1","Black/African American"
"3229","1","Hispanic/Latino(a)"
"3230","1","White"
"3231","1","White"
"3232","1","Black/African American"
"3233","1","Black/African American"
"3234","1","White"
"3235","1","White"
"3236","1","Hispanic/Latino(a)"
"3237","1","Black/African American"
"3238","1","Hispanic/Latino(a)"
"3239","1","Black/African American"
"3240","1","Hispanic/Latino(a)"
"3240","2","Hispanic/Latino(a)"
"3240","3","Black/African American"
"3241","1","Pacific Islander"
"3241","1","Asian"
"3241","1","Middle Eastern or South Asian"
"3241","1","Black/African American"
"3241","1","Hispanic/Latino(a)"
"3241","1","Native American"
"3241","1","White"
"3242","1","Asian"
"3243","1","White"
"3244","1","White"
"3244","1","Hispanic/Latino(a)"
"3245","1","Hispanic/Latino(a)"
"3246","1","White"
"3247","1","Hispanic/Latino(a)"
"3248","1","White"
"3249","1","White"
"3250","1","Black/African American"
"3251","1","Black/African American"
"3252","1","White"
"3253","1","White"
"3254","1","Black/African American"
"3255","1","Asian"
"3256","1","White"
"3257","1","White"
"3258","1","White"
"3259","1","White"
"3260","1","Hispanic/Latino(a)"
"3261","1","White"
"3262","1","White"
"3263","1","Hispanic/Latino(a)"
"3264","1","White"
"3265","1","White"
"3266","1","Hispanic/Latino(a)"
"3267","1","White"
"3268","1","Hispanic/Latino(a)"
"3269","1","White"
"3269","2","White"
"3270","1","Asian"
"3271","1","Middle Eastern or South Asian"
"3272","1","Hispanic/Latino(a)"
"3273","1","Black/African American"
"3274","1","Hispanic/Latino(a)"
"3274","2","Hispanic/Latino(a)"
"3274","3","Hispanic/Latino(a)"
"3275","1","Hispanic/Latino(a)"
"3275","1","Native American"
"3275","2","Black/African American"
"3275","3","Black/African American"
"3275","4","Hispanic/Latino(a)"
"3275","5","Hispanic/Latino(a)"
"3276","1","White"
"3276","2","White"
"3277","1","Black/African American"
"3278","1","White"
"3279","1","White"
"3280","1","White"
"3281","1","Hispanic/Latino(a)"
"3282","1","White"
"3283","1","White"
"3284","1","Hispanic/Latino(a)"
"3285","1","Middle Eastern or South Asian"
"3286","1","Hispanic/Latino(a)"
"3286","2","Hispanic/Latino(a)"
"3287","1","Black/African American"
"3288","1","Asian"
"3289","1","White"
"3290","1","White"
"3291","1","White"
"3292","1","White"
"3293","1","Middle Eastern or South Asian"
"3294","1","White"
"3295","1","Hispanic/Latino(a)"
"3296","1","Black/African American"
"3297","1","Black/African American"
"3298","1","Asian"
"3299","1","White"
"3300","1","Hispanic/Latino(a)"
"3301","1","Hispanic/Latino(a)"
"3302","1","Hispanic/Latino(a)"
"3303","1","Black/African American"
"3304","1","Black/African American"
"3305","1","White"
"3306","1","Hispanic/Latino(a)"
"3307","1","Hispanic/Latino(a)"
"3308","1","Hispanic/Latino(a)"
"3309","1","White"
"3310","1","Hispanic/Latino(a)"
"3311","1","Hispanic/Latino(a)"
"3312","1","Hispanic/Latino(a)"
"3313","1","Hispanic/Latino(a)"
"3314","1","White"
"3315","1","White"
"3316","1","White"
"3317","1","White"
"3318","1","White"
"3319","1","Hispanic/Latino(a)"
"3320","1","Hispanic/Latino(a)"
"3321","1","White"
"3322","1","White"
"3323","1","Black/African American"
"3324","1","Hispanic/Latino(a)"
"3325","1","White"
"3326","1","Middle Eastern or South Asian"
"3327","1","Hispanic/Latino(a)"
"3328","1","Middle Eastern or South Asian"
"3329","1","Black/African American"
"3330","1","Middle Eastern or South Asian"
"3331","1","White"
"3332","1","Hispanic/Latino(a)"
"3333","1","White"
"3334","1","Middle Eastern or South Asian"
"3335","1","Black/African American"
"3336","1","Black/African American"
"3337","1","Asian"
"3338","1","White"
"3339","1","White"
"3340","1","Hispanic/Latino(a)"
"3341","1","Black/African American"
"3342","1","Hispanic/Latino(a)"
"3342","2","Hispanic/Latino(a)"
"3343","1","White"
"3344","1","Black/African American"
"3345","1","Hispanic/Latino(a)"
"3346","1","White"
"3347","1","Hispanic/Latino(a)"
"3348","1","White"
"3349","1","Hispanic/Latino(a)"
"3350","1","Asian"
"3351","1","Pacific Islander"
"3351","1","Middle Eastern or South Asian"
"3351","1","Hispanic/Latino(a)"
"3351","1","White"
"3351","1","Black/African American"
"3351","1","Native American"
"3351","1","Asian"
"3352","1","Asian"
"3353","1","Hispanic/Latino(a)"
"3354","1","Middle Eastern or South Asian"
"3355","1","Hispanic/Latino(a)"
"3356","1","Asian"
"3357","1","Black/African American"
"3358","1","Black/African American"
"3358","1","White"
"3359","1","White"
"3360","1","Hispanic/Latino(a)"
"3361","1","White"
"3362","1","White"
"3363","1","White"
"3364","1","Middle Eastern or South Asian"
"3365","1","Hispanic/Latino(a)"
"3366","1","Middle Eastern or South Asian"
"3367","1","White"
"3368","1","White"
"3369","1","White"
"3370","1","Hispanic/Latino(a)"
"3371","1","Black/African American"
"3372","1","Black/African American"
"3373","1","Black/African American"
"3374","1","White"
"3375","1","Hispanic/Latino(a)"
"3376","1","Hispanic/Latino(a)"
"3377","1","White"
"3378","1","White"
"3379","1","Asian"
"3380","1","Hispanic/Latino(a)"
"3381","1","Black/African American"
"3382","1","Black/African American"
"3383","1","Asian"
"3384","1","Hispanic/Latino(a)"
"3385","1","Hispanic/Latino(a)"
"3386","1","Hispanic/Latino(a)"
"3387","1","Hispanic/Latino(a)"
"3388","1","Hispanic/Latino(a)"
"3389","1","Hispanic/Latino(a)"
"3390","1","Black/African American"
"3390","2","Black/African American"
"3390","3","Black/African American"
"3391","1","Black/African American"
"3392","1","Hispanic/Latino(a)"
"3393","1","Hispanic/Latino(a)"
"3394","1","White"
"3394","2","White"
"3395","1","White"
"3396","1","Black/African American"
"3397","1","Black/African American"
"3398","1","White"
"3399","1","White"
"3400","1","White"
"3401","1","Black/African American"
"3402","1","Black/African American"
"3403","1","Black/African American"
"3404","1","White"
"3405","1","Middle Eastern or South Asian"
"3406","1","Hispanic/Latino(a)"
"3407","1","Hispanic/Latino(a)"
"3408","1","Black/African American"
"3409","1","Hispanic/Latino(a)"
"3410","1","Asian"
"3411","1","White"
"3412","1","White"
"3413","1","Black/African American"
"3414","1","Hispanic/Latino(a)"
"3415","1","White"
"3416","1","Black/African American"
"3417","1","Hispanic/Latino(a)"
"3418","1","White"
"3419","1","Hispanic/Latino(a)"
"3420","1","Hispanic/Latino(a)"
"3420","1","White"
"3421","1","Hispanic/Latino(a)"
"3422","1","White"
"3423","1","Hispanic/Latino(a)"
"3423","1","Pacific Islander"
"3424","1","White"
"3425","1","Black/African American"
"3426","1","White"
"3427","1","Asian"
"3428","1","Black/African American"
"3429","1","Black/African American"
"3430","1","Hispanic/Latino(a)"
"3431","1","Black/African American"
"3431","2","Hispanic/Latino(a)"
"3431","3","Hispanic/Latino(a)"
"3432","1","White"
"3433","1","Hispanic/Latino(a)"
"3433","1","White"
"3434","1","Middle Eastern or South Asian"
"3434","1","Hispanic/Latino(a)"
"3435","1","White"
"3436","1","Hispanic/Latino(a)"
"3437","1","White"
"3438","1","White"
"3439","1","Hispanic/Latino(a)"
"3440","1","Black/African American"
"3441","1","White"
"3442","1","White"
"3443","1","White"
"3444","1","Hispanic/Latino(a)"
"3444","2","Hispanic/Latino(a)"
"3445","1","White"
"3445","2","White"
